id,id href,dark,notice,notice 2,notice 3,notice 4,ProblemRating
1144A,https://codeforces.com/problemset/problem/1144/A,Diverse Strings,implementation,strings,,,800
1143C,https://codeforces.com/problemset/problem/1143/C,,dfs and similar,trees,,,1400
1143B,https://codeforces.com/problemset/problem/1143/B,Nirvana,brute force,math,number theory,,1200
1143A,https://codeforces.com/problemset/problem/1143/A,,implementation,,,,800
1142E,https://codeforces.com/problemset/problem/1142/E,Pink Floyd,graphs,interactive,,,3200
1142D,https://codeforces.com/problemset/problem/1142/D,,dp,,,,2800
1142C,https://codeforces.com/problemset/problem/1142/C,U2,geometry,,,,2400
1142B,https://codeforces.com/problemset/problem/1142/B,,data structures,dfs and similar,dp,math,2000
1142A,https://codeforces.com/problemset/problem/1142/A,The Beatles,brute force,math,,,1700
1141G,https://codeforces.com/problemset/problem/1141/G,,binary search,constructive algorithms,dfs and similar,graphs,1900
1141F2,https://codeforces.com/problemset/problem/1141/F2,Same Sum Blocks (Hard),data structures,greedy,,,1900
1141F1,https://codeforces.com/problemset/problem/1141/F1,,greedy,,,,1900
1141E,https://codeforces.com/problemset/problem/1141/E,Superhero Battle,math,,,,1700
1141D,https://codeforces.com/problemset/problem/1141/D,,greedy,implementation,,,1500
1141C,https://codeforces.com/problemset/problem/1141/C,Polycarp Restores Permutation,math,,,,1500
1141B,https://codeforces.com/problemset/problem/1141/B,,implementation,,,,900
,,,,,,,
1141A,https://codeforces.com/problemset/problem/1141/A,Game 23,implementation,math,,,1000
1140G,https://codeforces.com/problemset/problem/1140/G,,data structures,divide and conquer,shortest paths,trees,2700
1140F,https://codeforces.com/problemset/problem/1140/F,Extending Set of Points,data structures,divide and conquer,dsu,,2600
1140E,https://codeforces.com/problemset/problem/1140/E,,combinatorics,divide and conquer,dp,,2200
1140D,https://codeforces.com/problemset/problem/1140/D,Minimum Triangulation,dp,greedy,math,,1200
1140C,https://codeforces.com/problemset/problem/1140/C,,brute force,data structures,sortings,,1600
1140B,https://codeforces.com/problemset/problem/1140/B,Good String,implementation,strings,,,1200
1140A,https://codeforces.com/problemset/problem/1140/A,,implementation,,,,1000
1139F,https://codeforces.com/problemset/problem/1139/F,Dish Shopping,data structures,divide and conquer,,,2500
1139E,https://codeforces.com/problemset/problem/1139/E,,flows,graph matchings,graphs,,2400
1139D,https://codeforces.com/problemset/problem/1139/D,Steps to One,dp,math,number theory,probabilities,2300
1139C,https://codeforces.com/problemset/problem/1139/C,,dfs and similar,dsu,graphs,math,1500
1139B,https://codeforces.com/problemset/problem/1139/B,Chocolates,greedy,implementation,,,1000
1139A,https://codeforces.com/problemset/problem/1139/A,,implementation,strings,,,800
1138B,https://codeforces.com/problemset/problem/1138/B,Circus,brute force,greedy,math,strings,1800
1138A,https://codeforces.com/problemset/problem/1138/A,,binary search,greedy,implementation,,900
1137F,https://codeforces.com/problemset/problem/1137/F,Matches Are Not a Child's Play,data structures,trees,,,3400
1137E,https://codeforces.com/problemset/problem/1137/E,,data structures,greedy,,,2700
1137D,https://codeforces.com/problemset/problem/1137/D,Cooperative Game,constructive algorithms,interactive,number theory,,2400
1137C,https://codeforces.com/problemset/problem/1137/C,,dp,graphs,implementation,,2500
1137B,https://codeforces.com/problemset/problem/1137/B,Camp Schedule,greedy,hashing,strings,,1600
1137A,https://codeforces.com/problemset/problem/1137/A,,implementation,sortings,,,1600
1136E,https://codeforces.com/problemset/problem/1136/E,Nastya Hasn't Written a Legend,binary search,data structures,,,2200
1136D,https://codeforces.com/problemset/problem/1136/D,,greedy,,,,1800
1136C,https://codeforces.com/problemset/problem/1136/C,Nastya Is Transposing Matrices,constructive algorithms,sortings,,,1500
1136B,https://codeforces.com/problemset/problem/1136/B,,constructive algorithms,math,,,1000
1136A,https://codeforces.com/problemset/problem/1136/A,Nastya Is Reading a Book,implementation,,,,800
1133F2,https://codeforces.com/problemset/problem/1133/F2,,constructive algorithms,dfs and similar,dsu,graphs,1900
1133F1,https://codeforces.com/problemset/problem/1133/F1,Spanning Tree with Maximum Degree,graphs,,,,1600
1133E,https://codeforces.com/problemset/problem/1133/E,,dp,sortings,two pointers,,1800
1133D,https://codeforces.com/problemset/problem/1133/D,Zero Quantity Maximization,hashing,math,number theory,,1500
1133C,https://codeforces.com/problemset/problem/1133/C,,sortings,two pointers,,,1200
1133B,https://codeforces.com/problemset/problem/1133/B,Preparation for International Women's Day,math,number theory,,,1200
1133A,https://codeforces.com/problemset/problem/1133/A,,implementation,,,,1000
1132G,https://codeforces.com/problemset/problem/1132/G,Greedy Subsequences,data structures,dp,trees,,2400
1132F,https://codeforces.com/problemset/problem/1132/F,,dp,,,,2000
1132E,https://codeforces.com/problemset/problem/1132/E,Knapsack,dfs and similar,dp,greedy,,2300
1132D,https://codeforces.com/problemset/problem/1132/D,,binary search,greedy,,,2300
1132C,https://codeforces.com/problemset/problem/1132/C,Painting the Fence,brute force,,,,1700
1132B,https://codeforces.com/problemset/problem/1132/B,,greedy,sortings,,,900
1132A,https://codeforces.com/problemset/problem/1132/A,Regular Bracket Sequence,greedy,implementation,,,1100
1131G,https://codeforces.com/problemset/problem/1131/G,,data structures,dp,two pointers,,2700
1131F,https://codeforces.com/problemset/problem/1131/F,Asya And Kittens,constructive algorithms,dsu,,,1700
1131E,https://codeforces.com/problemset/problem/1131/E,,dp,greedy,strings,,2300
1131D,https://codeforces.com/problemset/problem/1131/D,Gourmet choice,dfs and similar,dp,dsu,graphs,2000
1131C,https://codeforces.com/problemset/problem/1131/C,,binary search,greedy,sortings,,1200
1131B,https://codeforces.com/problemset/problem/1131/B,Draw!,greedy,implementation,,,1400
1131A,https://codeforces.com/problemset/problem/1131/A,,math,,,,800
1130C,https://codeforces.com/problemset/problem/1130/C,Connect,brute force,dfs and similar,dsu,,1400
1130B,https://codeforces.com/problemset/problem/1130/B,,greedy,,,,1200
1130A,https://codeforces.com/problemset/problem/1130/A,Be Positive,implementation,,,,800
1129E,https://codeforces.com/problemset/problem/1129/E,,binary search,interactive,trees,,3100
1129D,https://codeforces.com/problemset/problem/1129/D,Isolation,data structures,dp,,,2900
1129C,https://codeforces.com/problemset/problem/1129/C,,binary search,data structures,dp,hashing,2400
1129B,https://codeforces.com/problemset/problem/1129/B,Wrong Answer,constructive algorithms,,,,2000
1129A2,https://codeforces.com/problemset/problem/1129/A2,,brute force,greedy,,,1800
1129A1,https://codeforces.com/problemset/problem/1129/A1,Toy Train (Simplified),brute force,greedy,,,1700
1121C,https://codeforces.com/problemset/problem/1121/C,,implementation,,,,1600
1121B,https://codeforces.com/problemset/problem/1121/B,Mike and Children,brute force,implementation,,,1200
1121A,https://codeforces.com/problemset/problem/1121/A,,implementation,sortings,,,1100
1120F,https://codeforces.com/problemset/problem/1120/F,Secret Letters,data structures,dp,greedy,,3100
1120E,https://codeforces.com/problemset/problem/1120/E,,brute force,,,,2600
1120D,https://codeforces.com/problemset/problem/1120/D,Power Tree,dfs and similar,dp,dsu,graphs,2500
1120C,https://codeforces.com/problemset/problem/1120/C,,dp,strings,,,2100
1120B,https://codeforces.com/problemset/problem/1120/B,Once in a casino,constructive algorithms,greedy,implementation,math,2700
1120A,https://codeforces.com/problemset/problem/1120/A,,greedy,implementation,two pointers,,1900
1119H,https://codeforces.com/problemset/problem/1119/H,Triple,fft,math,,,3200
1119G,https://codeforces.com/problemset/problem/1119/G,,constructive algorithms,implementation,,,3100
1119F,https://codeforces.com/problemset/problem/1119/F,Niyaz and Small Degrees,data structures,dp,trees,,3400
1119E,https://codeforces.com/problemset/problem/1119/E,,brute force,dp,fft,greedy,1900
1119D,https://codeforces.com/problemset/problem/1119/D,Frets On Fire,binary search,sortings,,,1800
1119C,https://codeforces.com/problemset/problem/1119/C,,constructive algorithms,greedy,implementation,math,1500
1119B,https://codeforces.com/problemset/problem/1119/B,Alyona and a Narrow Fridge,binary search,flows,greedy,sortings,1300
1119A,https://codeforces.com/problemset/problem/1119/A,,greedy,implementation,,,1100
1118F2,https://codeforces.com/problemset/problem/1118/F2,Tree Cutting (Hard Version),combinatorics,dfs and similar,dp,trees,2700
1118F1,https://codeforces.com/problemset/problem/1118/F1,,dfs and similar,trees,,,1800
1118E,https://codeforces.com/problemset/problem/1118/E,Yet Another Ball Problem,constructive algorithms,implementation,,,1700
1118D2,https://codeforces.com/problemset/problem/1118/D2,,binary search,greedy,,,1700
1118D1,https://codeforces.com/problemset/problem/1118/D1,Coffee and Coursework (Easy version),brute force,greedy,,,1700
1118C,https://codeforces.com/problemset/problem/1118/C,,constructive algorithms,implementation,,,1700
1118B,https://codeforces.com/problemset/problem/1118/B,Tanya and Candies,implementation,,,,1200
1118A,https://codeforces.com/problemset/problem/1118/A,,math,,,,800
1117G,https://codeforces.com/problemset/problem/1117/G,Recursive Queries,data structures,,,,2500
1117F,https://codeforces.com/problemset/problem/1117/F,,bitmasks,dp,,,2500
1117E,https://codeforces.com/problemset/problem/1117/E,Decypher the String,bitmasks,chinese remainder theorem,constructive algorithms,interactive,2200
1117D,https://codeforces.com/problemset/problem/1117/D,,dp,math,matrices,,2100
1117C,https://codeforces.com/problemset/problem/1117/C,Magic Ship,binary search,,,,1900
1117B,https://codeforces.com/problemset/problem/1117/B,,greedy,math,sortings,,1000
1117A,https://codeforces.com/problemset/problem/1117/A,Best Subsegment,implementation,math,,,1100
1116D6,https://codeforces.com/problemset/problem/1116/D6,,,,,,
1116D5,https://codeforces.com/problemset/problem/1116/D5,Creeper,,,,,
1116D4,https://codeforces.com/problemset/problem/1116/D4,,,,,,
1116D3,https://codeforces.com/problemset/problem/1116/D3,X-wing fighter,,,,,
1116D2,https://codeforces.com/problemset/problem/1116/D2,,,,,,
1116D1,https://codeforces.com/problemset/problem/1116/D1,Block diagonal matrix,,,,,
1116C3,https://codeforces.com/problemset/problem/1116/C3,,,,,,
1116C2,https://codeforces.com/problemset/problem/1116/C2,``Is the bit string periodic?'' oracle,,,,,
1116C1,https://codeforces.com/problemset/problem/1116/C1,,,,,,
1116B2,https://codeforces.com/problemset/problem/1116/B2,"Not A, not B or not C?",,,,,
1116B1,https://codeforces.com/problemset/problem/1116/B1,,,,,,
,,,,,,,
1116A2,https://codeforces.com/problemset/problem/1116/A2,Generate equal superposition of four basis states,,,,,
1116A1,https://codeforces.com/problemset/problem/1116/A1,,,,,,
1115U3,https://codeforces.com/problemset/problem/1115/U3,Block unitary,*special problem,,,,1700
1115U2,https://codeforces.com/problemset/problem/1115/U2,,*special problem,,,,1600
1115U1,https://codeforces.com/problemset/problem/1115/U1,Anti-diagonal unitary,*special problem,,,,1500
1115G3,https://codeforces.com/problemset/problem/1115/G3,,*special problem,,,,1600
1115G2,https://codeforces.com/problemset/problem/1115/G2,OR oracle,*special problem,,,,1600
1115G1,https://codeforces.com/problemset/problem/1115/G1,,*special problem,,,,1100
1114F,https://codeforces.com/problemset/problem/1114/F,"Please, another Queries on Array?",bitmasks,data structures,divide and conquer,math,2400
1114E,https://codeforces.com/problemset/problem/1114/E,,binary search,interactive,number theory,probabilities,2200
1114D,https://codeforces.com/problemset/problem/1114/D,Flood Fill,dp,,,,1900
1114C,https://codeforces.com/problemset/problem/1114/C,,brute force,implementation,math,number theory,1700
1114B,https://codeforces.com/problemset/problem/1114/B,Yet Another Array Partitioning Task,constructive algorithms,greedy,sortings,,1500
1114A,https://codeforces.com/problemset/problem/1114/A,,brute force,greedy,implementation,,800
1113B,https://codeforces.com/problemset/problem/1113/B,Sasha and Magnetic Machines,greedy,number theory,,,1300
1113A,https://codeforces.com/problemset/problem/1113/A,,dp,greedy,math,,900
1111E,https://codeforces.com/problemset/problem/1111/E,Tree,data structures,dfs and similar,dp,graphs,2500
1111D,https://codeforces.com/problemset/problem/1111/D,,combinatorics,dp,math,,2600
1111C,https://codeforces.com/problemset/problem/1111/C,Creative Snap,binary search,brute force,divide and conquer,math,1700
1111B,https://codeforces.com/problemset/problem/1111/B,,brute force,implementation,math,,1700
1111A,https://codeforces.com/problemset/problem/1111/A,Superhero Transformation,implementation,strings,,,1000
1110H,https://codeforces.com/problemset/problem/1110/H,,dp,strings,,,3500
1110G,https://codeforces.com/problemset/problem/1110/G,Tree-Tac-Toe,constructive algorithms,games,trees,,3100
1110F,https://codeforces.com/problemset/problem/1110/F,,data structures,trees,,,2600
1110E,https://codeforces.com/problemset/problem/1110/E,Magic Stones,constructive algorithms,math,sortings,,2200
1110D,https://codeforces.com/problemset/problem/1110/D,,dp,,,,2200
1110C,https://codeforces.com/problemset/problem/1110/C,Meaningless Operations,constructive algorithms,math,number theory,,1500
1110B,https://codeforces.com/problemset/problem/1110/B,,greedy,sortings,,,1400
1110A,https://codeforces.com/problemset/problem/1110/A,Parity,math,,,,900
1109F,https://codeforces.com/problemset/problem/1109/F,,data structures,trees,,,3200
1109E,https://codeforces.com/problemset/problem/1109/E,Sasha and a Very Easy Test,data structures,number theory,,,2700
1109D,https://codeforces.com/problemset/problem/1109/D,,brute force,combinatorics,dp,math,2400
1109C,https://codeforces.com/problemset/problem/1109/C,Sasha and a Patient Friend,binary search,data structures,implementation,,2800
1109B,https://codeforces.com/problemset/problem/1109/B,,constructive algorithms,hashing,strings,,1800
1109A,https://codeforces.com/problemset/problem/1109/A,Sasha and a Bit of Relax,dp,implementation,,,1600
1108F,https://codeforces.com/problemset/problem/1108/F,,binary search,dsu,graphs,greedy,2100
1108E2,https://codeforces.com/problemset/problem/1108/E2,Array and Segments (Hard version),data structures,implementation,,,2100
1108E1,https://codeforces.com/problemset/problem/1108/E1,,brute force,greedy,implementation,,1800
1108D,https://codeforces.com/problemset/problem/1108/D,Diverse Garland,constructive algorithms,dp,greedy,,1400
1108C,https://codeforces.com/problemset/problem/1108/C,,brute force,greedy,math,,1300
1108B,https://codeforces.com/problemset/problem/1108/B,Divisors of Two Integers,brute force,greedy,math,number theory,1100
1108A,https://codeforces.com/problemset/problem/1108/A,,implementation,,,,800
1107G,https://codeforces.com/problemset/problem/1107/G,Vasya and Maximum Profit,binary search,constructive algorithms,data structures,dp,2400
1107F,https://codeforces.com/problemset/problem/1107/F,,dp,flows,graph matchings,graphs,2600
1107E,https://codeforces.com/problemset/problem/1107/E,Vasya and Binary String,dp,,,,2400
1107D,https://codeforces.com/problemset/problem/1107/D,,dp,implementation,math,number theory,1800
1107C,https://codeforces.com/problemset/problem/1107/C,Brutality,greedy,sortings,two pointers,,1300
1107B,https://codeforces.com/problemset/problem/1107/B,,math,number theory,,,1000
1107A,https://codeforces.com/problemset/problem/1107/A,Digits Sequence Dividing,greedy,strings,,,900
1106F,https://codeforces.com/problemset/problem/1106/F,,math,matrices,number theory,,2400
1106E,https://codeforces.com/problemset/problem/1106/E,Lunar New Year and Red Envelopes,data structures,dp,,,2100
1106D,https://codeforces.com/problemset/problem/1106/D,,data structures,dfs and similar,graphs,greedy,1500
1106C,https://codeforces.com/problemset/problem/1106/C,Lunar New Year and Number Division,greedy,implementation,math,sortings,900
1106B,https://codeforces.com/problemset/problem/1106/B,,data structures,implementation,,,1500
1106A,https://codeforces.com/problemset/problem/1106/A,Lunar New Year and Cross Counting,implementation,,,,800
1105E,https://codeforces.com/problemset/problem/1105/E,,bitmasks,brute force,dp,meet-in-the-middle,2200
1105D,https://codeforces.com/problemset/problem/1105/D,Kilani and the Game,dfs and similar,graphs,implementation,shortest paths,1900
1105C,https://codeforces.com/problemset/problem/1105/C,,combinatorics,dp,math,,1500
1105B,https://codeforces.com/problemset/problem/1105/B,Zuhair and Strings,brute force,implementation,strings,,1100
1105A,https://codeforces.com/problemset/problem/1105/A,,brute force,implementation,,,1100
1104B,https://codeforces.com/problemset/problem/1104/B,Game with string,data structures,implementation,math,,1200
1104A,https://codeforces.com/problemset/problem/1104/A,,constructive algorithms,implementation,math,,800
1103E,https://codeforces.com/problemset/problem/1103/E,Radix sum,fft,math,number theory,,3400
1103D,https://codeforces.com/problemset/problem/1103/D,,bitmasks,dp,,,3100
1103C,https://codeforces.com/problemset/problem/1103/C,Johnny Solving,constructive algorithms,dfs and similar,graphs,math,2700
1103B,https://codeforces.com/problemset/problem/1103/B,,binary search,constructive algorithms,interactive,,2000
1103A,https://codeforces.com/problemset/problem/1103/A,Grid game,constructive algorithms,implementation,,,1400
1102F,https://codeforces.com/problemset/problem/1102/F,,binary search,bitmasks,brute force,dp,2000
1102E,https://codeforces.com/problemset/problem/1102/E,Monotonic Renumeration,combinatorics,sortings,,,1700
1102D,https://codeforces.com/problemset/problem/1102/D,,greedy,strings,,,1500
1102C,https://codeforces.com/problemset/problem/1102/C,Doors Breaking and Repairing,games,,,,1200
1102B,https://codeforces.com/problemset/problem/1102/B,,greedy,sortings,,,1400
1102A,https://codeforces.com/problemset/problem/1102/A,Integer Sequence Dividing,math,,,,800
1101G,https://codeforces.com/problemset/problem/1101/G,,math,matrices,,,2300
1101F,https://codeforces.com/problemset/problem/1101/F,Trucks and Cities,binary search,dp,,,2400
1101E,https://codeforces.com/problemset/problem/1101/E,,implementation,,,,1500
1101D,https://codeforces.com/problemset/problem/1101/D,GCD Counting,data structures,dfs and similar,dp,number theory,2000
1101C,https://codeforces.com/problemset/problem/1101/C,,sortings,,,,1500
1101B,https://codeforces.com/problemset/problem/1101/B,Accordion,greedy,implementation,,,1300
1101A,https://codeforces.com/problemset/problem/1101/A,,math,,,,1000
1100F,https://codeforces.com/problemset/problem/1100/F,Ivan and Burgers,data structures,divide and conquer,greedy,math,2500
1100E,https://codeforces.com/problemset/problem/1100/E,,binary search,dfs and similar,graphs,,2200
1100D,https://codeforces.com/problemset/problem/1100/D,Dasha and Chess,constructive algorithms,games,interactive,,2500
1100C,https://codeforces.com/problemset/problem/1100/C,,binary search,geometry,math,,1200
1100B,https://codeforces.com/problemset/problem/1100/B,Build a Contest,data structures,implementation,,,1300
1100A,https://codeforces.com/problemset/problem/1100/A,,implementation,,,,1000
1099F,https://codeforces.com/problemset/problem/1099/F,Cookies,binary search,data structures,dfs and similar,dp,2400
1099C,https://codeforces.com/problemset/problem/1099/C,,constructive algorithms,implementation,,,1200
1099B,https://codeforces.com/problemset/problem/1099/B,Squares and Segments,binary search,constructive algorithms,math,,1100
1099A,https://codeforces.com/problemset/problem/1099/A,,implementation,,,,800
1098F,https://codeforces.com/problemset/problem/1098/F,Ж-function,string suffix structures,strings,,,3500
1098E,https://codeforces.com/problemset/problem/1098/E,,binary search,implementation,math,number theory,3400
1098D,https://codeforces.com/problemset/problem/1098/D,Eels,data structures,,,,2800
1098C,https://codeforces.com/problemset/problem/1098/C,,binary search,constructive algorithms,dfs and similar,graphs,2400
1098B,https://codeforces.com/problemset/problem/1098/B,Nice table,brute force,constructive algorithms,greedy,math,2100
1098A,https://codeforces.com/problemset/problem/1098/A,,constructive algorithms,dfs and similar,greedy,trees,1600
1097H,https://codeforces.com/problemset/problem/1097/H,Mateusz and an Infinite Sequence,bitmasks,brute force,dp,strings,3400
1097G,https://codeforces.com/problemset/problem/1097/G,,combinatorics,dp,trees,,3000
1097F,https://codeforces.com/problemset/problem/1097/F,Alex and a TV Show,bitmasks,combinatorics,number theory,,2500
1097E,https://codeforces.com/problemset/problem/1097/E,,constructive algorithms,greedy,,,3400
,,,,,,,
1097D,https://codeforces.com/problemset/problem/1097/D,Makoto and a Blackboard,dp,math,number theory,probabilities,2200
1097C,https://codeforces.com/problemset/problem/1097/C,,greedy,implementation,,,1400
1097B,https://codeforces.com/problemset/problem/1097/B,Petr and a Combination Lock,bitmasks,brute force,dp,,1200
1097A,https://codeforces.com/problemset/problem/1097/A,,brute force,implementation,,,800
1096G,https://codeforces.com/problemset/problem/1096/G,Lucky Tickets,divide and conquer,dp,fft,,2400
1096F,https://codeforces.com/problemset/problem/1096/F,,dp,math,probabilities,,2300
1096E,https://codeforces.com/problemset/problem/1096/E,The Top Scorer,combinatorics,dp,math,probabilities,2500
1096D,https://codeforces.com/problemset/problem/1096/D,,dp,,,,1800
1096C,https://codeforces.com/problemset/problem/1096/C,Polygon for the Angle,brute force,geometry,,,1600
1096B,https://codeforces.com/problemset/problem/1096/B,,combinatorics,math,strings,,1300
1096A,https://codeforces.com/problemset/problem/1096/A,Find Divisible,greedy,implementation,math,,800
1095F,https://codeforces.com/problemset/problem/1095/F,,dsu,graphs,greedy,,1900
1095E,https://codeforces.com/problemset/problem/1095/E,Almost Regular Bracket Sequence,implementation,,,,1900
1095D,https://codeforces.com/problemset/problem/1095/D,,implementation,,,,1600
1095C,https://codeforces.com/problemset/problem/1095/C,Powers Of Two,bitmasks,greedy,,,1400
1095B,https://codeforces.com/problemset/problem/1095/B,,implementation,,,,900
1095A,https://codeforces.com/problemset/problem/1095/A,Repeating Cipher,implementation,,,,800
1093G,https://codeforces.com/problemset/problem/1093/G,,bitmasks,data structures,,,2300
1093F,https://codeforces.com/problemset/problem/1093/F,Vasya and Array,dp,,,,2400
1093E,https://codeforces.com/problemset/problem/1093/E,,data structures,,,,2400
1093D,https://codeforces.com/problemset/problem/1093/D,Beautiful Graph,dfs and similar,graphs,,,1700
1093C,https://codeforces.com/problemset/problem/1093/C,,greedy,,,,1300
1093B,https://codeforces.com/problemset/problem/1093/B,Letters Rearranging,constructive algorithms,greedy,sortings,strings,900
1093A,https://codeforces.com/problemset/problem/1093/A,,math,,,,800
1092F,https://codeforces.com/problemset/problem/1092/F,Tree with Maximum Cost,dfs and similar,dp,trees,,1900
1092E,https://codeforces.com/problemset/problem/1092/E,,constructive algorithms,dfs and similar,greedy,trees,2000
1092D2,https://codeforces.com/problemset/problem/1092/D2,Great Vova Wall (Version 2),data structures,implementation,,,2200
1092D1,https://codeforces.com/problemset/problem/1092/D1,,greedy,implementation,math,,2200
1092C,https://codeforces.com/problemset/problem/1092/C,Prefixes and Suffixes,strings,,,,1700
1092B,https://codeforces.com/problemset/problem/1092/B,,sortings,,,,800
1092A,https://codeforces.com/problemset/problem/1092/A,Uniform String,implementation,,,,800
1091H,https://codeforces.com/problemset/problem/1091/H,,games,,,,3200
1091G,https://codeforces.com/problemset/problem/1091/G,New Year and the Factorisation Collaboration,interactive,math,number theory,,3200
1091F,https://codeforces.com/problemset/problem/1091/F,,constructive algorithms,greedy,,,2600
1091E,https://codeforces.com/problemset/problem/1091/E,New Year and the Acquaintance Estimation,binary search,data structures,graphs,greedy,2400
1091D,https://codeforces.com/problemset/problem/1091/D,,combinatorics,dp,math,,1700
1091C,https://codeforces.com/problemset/problem/1091/C,New Year and the Sphere Transmission,math,number theory,,,1400
1091B,https://codeforces.com/problemset/problem/1091/B,,brute force,constructive algorithms,greedy,implementation,1200
1091A,https://codeforces.com/problemset/problem/1091/A,New Year and the Christmas Ornament,brute force,implementation,math,,800
1090M,https://codeforces.com/problemset/problem/1090/M,,implementation,,,,1000
1090L,https://codeforces.com/problemset/problem/1090/L,Berland University,greedy,math,,,2000
1090K,https://codeforces.com/problemset/problem/1090/K,,math,,,,2000
1090J,https://codeforces.com/problemset/problem/1090/J,Two Prefixes,strings,,,,2600
1090I,https://codeforces.com/problemset/problem/1090/I,,,,,,2000
1090H,https://codeforces.com/problemset/problem/1090/H,Linearization,graphs,,,,2900
1090G,https://codeforces.com/problemset/problem/1090/G,,games,implementation,,,2500
1090F,https://codeforces.com/problemset/problem/1090/F,How to Learn You Score,constructive algorithms,interactive,,,2600
1090E,https://codeforces.com/problemset/problem/1090/E,,flows,graphs,,,2300
1090D,https://codeforces.com/problemset/problem/1090/D,Similar Arrays,constructive algorithms,,,,1800
1090C,https://codeforces.com/problemset/problem/1090/C,,constructive algorithms,data structures,,,2400
1090B,https://codeforces.com/problemset/problem/1090/B,LaTeX Expert,,,,,1900
1090A,https://codeforces.com/problemset/problem/1090/A,,greedy,,,,1300
1089M,https://codeforces.com/problemset/problem/1089/M,Minegraphed,constructive algorithms,graphs,,,2400
1089L,https://codeforces.com/problemset/problem/1089/L,,,,,,900
1089K,https://codeforces.com/problemset/problem/1089/K,King Kog's Reception,data structures,,,,2400
1089J,https://codeforces.com/problemset/problem/1089/J,,greedy,implementation,,,3200
1089I,https://codeforces.com/problemset/problem/1089/I,Interval-Free Permutations,combinatorics,,,,2600
1089H,https://codeforces.com/problemset/problem/1089/H,,2-sat,dfs and similar,graphs,,3400
1089G,https://codeforces.com/problemset/problem/1089/G,Guest Student,math,,,,1500
1089F,https://codeforces.com/problemset/problem/1089/F,,math,,,,1900
1089E,https://codeforces.com/problemset/problem/1089/E,Easy Chess,constructive algorithms,,,,1700
1089D,https://codeforces.com/problemset/problem/1089/D,,graphs,,,,3100
1089C,https://codeforces.com/problemset/problem/1089/C,Cactus Search,interactive,,,,2500
1089B,https://codeforces.com/problemset/problem/1089/B,,graphs,,,,3200
1089A,https://codeforces.com/problemset/problem/1089/A,Alice the Fan,dp,,,,2200
1088F,https://codeforces.com/problemset/problem/1088/F,,data structures,trees,,,2800
1088E,https://codeforces.com/problemset/problem/1088/E,Ehab and a component choosing problem,dp,greedy,math,trees,2400
1088D,https://codeforces.com/problemset/problem/1088/D,,bitmasks,constructive algorithms,implementation,interactive,2000
1088C,https://codeforces.com/problemset/problem/1088/C,Ehab and a 2-operation task,constructive algorithms,greedy,math,,1400
1088B,https://codeforces.com/problemset/problem/1088/B,,implementation,sortings,,,1000
1088A,https://codeforces.com/problemset/problem/1088/A,Ehab and another construction problem,brute force,constructive algorithms,,,800
1086F,https://codeforces.com/problemset/problem/1086/F,,math,,,,3500
1085G,https://codeforces.com/problemset/problem/1085/G,Beautiful Matrix,combinatorics,data structures,dp,,2900
1085F,https://codeforces.com/problemset/problem/1085/F,,,,,,2500
1085E,https://codeforces.com/problemset/problem/1085/E,Vasya and Templates,greedy,implementation,strings,,2300
1085D,https://codeforces.com/problemset/problem/1085/D,,constructive algorithms,implementation,trees,,1700
1085C,https://codeforces.com/problemset/problem/1085/C,Connect Three,implementation,math,,,1600
1085B,https://codeforces.com/problemset/problem/1085/B,,math,,,,1100
1085A,https://codeforces.com/problemset/problem/1085/A,Right-Left Cipher,implementation,strings,,,800
1084C,https://codeforces.com/problemset/problem/1084/C,,combinatorics,dp,implementation,,1500
1084B,https://codeforces.com/problemset/problem/1084/B,Kvass and the Fair Nut,greedy,implementation,,,1200
1084A,https://codeforces.com/problemset/problem/1084/A,,brute force,implementation,,,1000
1083F,https://codeforces.com/problemset/problem/1083/F,The Fair Nut and Amusing Xor,data structures,,,,3300
1083E,https://codeforces.com/problemset/problem/1083/E,,data structures,dp,geometry,,2400
1083D,https://codeforces.com/problemset/problem/1083/D,The Fair Nut's getting crazy,data structures,implementation,,,3500
1083C,https://codeforces.com/problemset/problem/1083/C,,data structures,trees,,,2900
1083B,https://codeforces.com/problemset/problem/1083/B,The Fair Nut and Strings,greedy,strings,,,2000
1083A,https://codeforces.com/problemset/problem/1083/A,,data structures,dp,trees,,1800
1082G,https://codeforces.com/problemset/problem/1082/G,Petya and Graph,flows,graphs,,,2400
1082F,https://codeforces.com/problemset/problem/1082/F,,dp,strings,trees,,2800
1082E,https://codeforces.com/problemset/problem/1082/E,Increasing Frequency,binary search,dp,greedy,,2000
1082D,https://codeforces.com/problemset/problem/1082/D,,constructive algorithms,graphs,implementation,,1800
1082C,https://codeforces.com/problemset/problem/1082/C,Multi-Subject Competition,greedy,sortings,,,1600
1082B,https://codeforces.com/problemset/problem/1082/B,,greedy,,,,1600
1082A,https://codeforces.com/problemset/problem/1082/A,Vasya and Book,implementation,math,,,1200
1081H,https://codeforces.com/problemset/problem/1081/H,,data structures,hashing,strings,,3500
1081G,https://codeforces.com/problemset/problem/1081/G,Mergesort Strikes Back,math,probabilities,,,3200
1081F,https://codeforces.com/problemset/problem/1081/F,,constructive algorithms,implementation,interactive,,2600
1081E,https://codeforces.com/problemset/problem/1081/E,Missing Numbers,binary search,constructive algorithms,greedy,math,1900
